id,household_member_count,g_of_biscuit,unit_of_eggs,g_fruit/vege,g_of_rice,unit_of_canned,sachets_of_beverage,unit_of_instant,unit_of_bread,days_to_consume
5923,1,1435,94,12319,4067,36,58,39,60,58
5924,1,2570,145,19387,5109,55,90,66,80,90
5925,1,677,32,4056,1997,12,20,11,14,20
5926,2,3719,245,31509,11512,97,148,94,152,74
5927,7,10038,698,89760,30573,271,427,284,458,61
5928,2,4445,282,37270,10534,104,178,129,184,89
5929,4,7093,438,57118,17750,174,264,182,252,66
5930,5,4615,272,35492,10710,102,170,121,160,34
5931,4,442,22,2819,925,10,12,8,6,3
5932,2,1675,120,15787,5045,48,72,49,80,36
5933,9,1445,73,9029,2869,28,45,31,34,5
5934,2,4510,308,39766,11260,124,184,132,192,92
5935,7,14094,869,112217,38256,351,518,341,488,74
5936,2,1701,95,12352,3207,37,58,43,50,29
5937,4,8857,522,68258,19728,206,316,225,284,79
5938,8,6039,442,56028,20792,186,256,161,278,32
5939,4,2311,163,21158,6182,67,96,67,100,24
5940,4,7609,521,68055,21868,209,312,211,328,78
5941,1,1684,91,11417,3658,38,53,36,42,53
5942,6,6446,373,47965,15336,145,228,157,206,38
5943,6,14040,803,104913,31703,317,486,341,432,81
5944,3,970,77,10051,3175,32,45,30,52,15
5945,9,14379,841,108344,37441,328,513,340,468,57
5946,9,20987,1385,179772,58060,557,828,559,846,92
5947,6,9827,718,93158,26626,292,426,304,468,71
5948,2,2703,129,17006,4162,49,80,61,56,40
5949,7,11511,730,94728,32503,289,441,291,434,63
5950,2,209,7,871,189,3,4,3,0,2
5951,7,12263,746,96281,30665,298,448,304,422,64
5952,6,3047,190,24708,8199,76,114,76,110,19
5953,4,5846,434,54930,19634,178,256,164,282,64
5954,1,2303,150,19403,6844,61,89,58,88,89
5955,3,4479,244,32588,8787,88,156,116,138,52
5956,8,8661,542,69976,25360,222,320,204,302,40
5957,2,3177,258,33093,10364,108,150,102,178,75
5958,2,5408,314,41020,13107,122,192,132,174,96
5959,1,148,8,906,662,4,4,1,2,4
5960,1,311,19,2503,621,7,12,9,12,12
5961,8,1661,96,12223,3962,40,56,38,48,7
5962,3,4393,278,35535,13437,116,162,100,154,54
5963,2,727,51,6962,1419,15,36,29,44,18
5964,9,12572,813,103961,34882,327,486,322,482,54
5965,4,148,19,2626,904,7,12,8,18,3
5966,8,10884,769,98952,34218,313,456,299,492,57
5967,1,2584,148,19024,6737,60,88,57,78,88
5968,8,10283,695,89879,29573,271,424,287,448,53
5969,1,756,37,4799,1336,15,22,16,16,22
5970,5,5173,341,44195,15796,141,200,129,202,40
5971,5,619,56,7115,2356,21,35,24,46,7
5972,9,9225,523,68761,19520,199,324,234,290,36
5973,3,1980,125,15957,5950,50,75,47,74,25
5974,9,13211,882,113798,36926,360,522,351,528,58
5975,6,211,11,1347,1104,5,6,1,4,1
5976,6,2757,145,18885,6160,55,90,62,74,15
5977,8,18355,1216,158134,53761,488,728,479,748,91
5978,3,2669,180,22934,7756,72,108,72,112,36
5979,8,6946,473,61086,22435,193,280,177,290,35
5980,2,4410,272,34946,12499,110,162,104,154,81
5981,9,2439,165,21542,6769,66,99,67,104,11
5982,6,15579,953,123937,39534,377,576,393,546,96
5983,7,2095,140,17935,5571,56,84,57,86,12
5984,2,3078,198,25242,8473,82,116,76,114,58
5985,7,1751,91,11716,4184,35,56,36,44,8
5986,3,826,54,6732,3333,24,30,15,28,10
5987,3,2507,163,20913,7506,61,102,66,106,34
5988,9,15610,1014,130608,45276,411,603,394,600,67
5989,8,518,52,6753,2185,20,32,22,42,4
5990,2,447,25,3112,1746,11,14,6,10,7
5991,6,10211,617,78812,26909,251,366,240,336,61
5992,5,4822,298,39265,11614,113,185,132,184,37
5993,6,1784,124,15796,5164,52,72,48,74,12
5994,4,1045,103,13210,3722,43,60,42,80,15
5995,9,15933,1036,133404,43969,415,621,415,622,69
5996,1,1500,88,11476,3051,34,54,39,50,54
5997,5,940,59,7367,2565,24,35,23,34,7
5998,9,5171,343,43905,16506,136,207,130,210,23
5999,1,1660,94,12432,3239,36,58,43,52,58
6000,7,4920,353,45606,14644,143,210,143,228,30
6001,6,486,33,4026,1966,15,18,9,16,3
6002,8,1827,122,15793,4911,50,72,49,72,9
6003,8,15729,1040,134785,45732,416,624,415,640,78
6004,7,4056,227,29217,10698,94,133,84,110,19
6005,4,3784,241,30948,8968,97,144,102,140,36
6006,8,5723,394,51380,15840,162,232,159,244,29
6007,8,17288,1160,149381,54103,464,696,447,720,87
6008,3,3931,281,36492,11079,113,168,117,184,56
6009,4,7175,434,56023,19099,174,260,172,246,65
6010,9,11283,733,93659,37389,301,432,261,422,48
6011,8,14005,916,118315,40701,372,544,357,534,68
6012,5,6577,424,55030,18774,169,255,167,252,51
6013,4,5023,301,38636,14802,121,180,111,164,45
6014,5,9563,656,84190,29884,261,395,256,418,79
6015,8,9058,635,82184,26334,251,384,262,418,48
6016,4,2190,147,19524,6079,55,92,64,100,23
6017,5,2361,134,16808,5834,54,80,52,68,16
6018,4,9928,616,79154,24948,248,368,251,350,92
6019,9,17920,1199,153497,52955,488,711,463,728,79
6020,2,359,15,2071,704,5,10,7,6,5
6021,2,1512,107,13675,3923,45,62,44,66,31
6022,3,5980,380,48326,17984,158,222,139,208,74
6023,7,1223,99,12481,3712,43,56,39,64,8
6024,9,2681,191,24770,7830,74,117,80,130,13
6025,5,827,52,6611,2155,22,30,20,28,6
6026,3,6260,453,58273,17811,183,270,186,294,90
6027,9,18072,1159,150115,48494,475,684,461,672,76
6028,5,8527,552,71248,24964,222,330,214,328,66
6029,4,6766,466,60007,20276,186,280,185,300,70
6030,6,10241,682,89133,29069,268,414,278,424,69
6031,8,3762,233,29157,10713,97,136,86,126,17
6032,5,11080,701,89137,31276,286,415,268,404,83
6033,2,3967,244,31462,9425,98,146,103,138,73
6034,5,10872,653,84229,28100,258,395,264,374,79
6035,9,17975,1120,145506,46455,436,684,468,674,76
6036,6,12527,760,98791,29111,298,462,328,438,77
6037,4,5452,368,47828,17219,144,224,145,238,56
6038,2,4217,243,31435,10647,95,148,98,132,74
6039,6,5201,336,42738,14613,138,198,130,194,33
6040,6,448,30,3835,1020,12,18,13,18,3
6041,3,7410,432,56530,16566,171,261,185,230,87
6042,8,11718,695,90601,28394,279,416,286,374,52
6043,1,2021,107,13777,6265,43,64,36,50,64
6044,1,314,17,2114,1052,8,9,4,6,9
6045,6,6313,381,49231,17070,153,228,148,214,38
6046,5,4481,299,38954,13162,109,190,128,206,38
6047,8,4641,291,37727,12048,115,176,120,174,22
6048,9,10171,617,78747,29158,248,369,233,344,41
6049,9,500,28,3747,935,10,18,14,16,2
6050,2,2708,189,23828,8022,79,110,73,114,55
6051,8,1745,138,18001,5361,58,80,55,92,10
6052,2,1334,89,11310,3585,35,54,37,56,27
6053,9,10372,679,89116,29898,265,414,276,426,46
6054,1,2053,137,17783,5582,56,81,56,82,81
6055,7,1705,106,13676,3700,43,63,46,58,9
6056,6,484,26,3550,1240,8,18,12,18,3
6057,5,1730,131,16838,6463,51,80,49,92,16
6058,9,14039,870,112024,38135,348,522,344,498,58
6059,2,1385,111,14524,4928,45,66,44,78,33
6060,6,3936,231,29936,10952,93,138,87,122,23
6061,7,2732,184,23567,8893,72,112,71,116,16
6062,2,4078,239,31051,9745,97,142,96,126,71
6063,4,9457,634,81386,31999,258,376,228,384,94
6064,1,1799,109,14702,5193,41,68,45,68,68
6065,9,23169,1444,186176,60543,571,873,588,844,97
6066,3,2649,169,21428,7715,64,105,68,104,35
6067,6,5063,343,45348,13896,133,210,146,224,35
6068,2,3261,234,29775,11351,100,134,81,140,67
6069,1,2412,153,19515,6751,62,91,59,90,91
6070,8,17028,1143,147683,48652,463,680,456,706,85
6071,6,5095,313,41559,12119,121,192,137,186,32
6072,4,8561,511,64923,22266,211,300,196,266,75
6073,6,8693,538,69678,20539,214,324,228,314,54
6074,9,8571,566,73014,21221,224,342,243,348,38
6075,6,8120,504,65160,23834,204,300,191,282,50
6076,3,4227,276,35284,11792,117,159,104,156,53
6077,3,1594,100,12819,4687,43,57,35,52,19
6078,6,9928,651,83161,30986,261,390,246,394,65
6079,7,692,48,5814,2870,20,28,14,28,4
6080,2,4417,265,34618,9693,107,158,113,146,79
6081,3,6501,409,53127,17944,160,249,166,248,83
6082,4,9577,608,79776,24582,248,360,247,346,90
6083,6,2624,178,22809,7769,70,108,71,114,18
6084,1,2487,151,20087,4889,57,94,70,90,94
6085,2,4103,256,32455,11786,104,152,97,144,76
6086,6,4678,298,38552,13017,112,186,125,190,31
6087,1,1187,91,12060,4099,33,58,39,70,58
6088,2,171,11,1411,231,5,6,5,6,3
6089,9,12278,808,103114,35828,331,477,309,476,53
6090,9,9471,634,81127,25977,256,378,255,384,42
6091,6,6859,460,60102,20373,178,282,189,300,47
6092,2,1777,111,14685,4163,41,70,50,72,35
6093,8,6785,426,55365,16198,170,256,181,250,32
6094,9,4599,303,39660,11860,123,180,124,180,20
6095,6,10200,697,89545,27687,277,420,291,444,70
6096,5,12316,796,103614,34970,321,475,314,478,95
6097,9,11764,781,101752,33879,313,468,312,480,52
6098,5,9013,588,76010,26302,238,350,230,350,70
6099,5,7136,451,58109,19884,181,270,178,264,54
6100,1,991,54,7026,2028,21,33,23,26,33
6101,3,7684,472,60849,21582,184,288,186,284,96
6102,2,1700,127,16203,5435,53,74,49,82,37
6103,1,1617,99,12706,4582,39,60,39,58,60
6104,7,1317,82,10565,3701,33,49,32,48,7
6105,5,4843,325,41973,14483,130,195,128,202,39
6106,4,5292,346,45087,14310,138,208,142,210,52
6107,6,10912,641,83370,28920,251,390,256,358,65
6108,7,1592,117,15073,4278,47,70,50,80,10
6109,6,12733,891,114224,37826,363,528,353,564,88
6110,3,6837,453,58769,18922,180,273,186,272,91
6111,1,1511,116,14422,5948,49,67,40,74,67
6112,3,5601,367,47864,16357,142,225,150,234,75
6113,2,203,10,1293,452,4,6,4,4,3
6114,4,5447,384,50230,15634,152,232,160,254,58
6115,4,6700,439,57581,16721,175,264,188,264,66
6116,1,1825,106,13661,4489,43,63,42,54,63
6117,4,1113,69,8596,3984,29,40,21,36,10
6118,7,16177,1064,138000,42194,427,637,441,638,91
6119,3,7498,450,59302,18597,174,276,190,264,92
6120,5,12421,791,102912,34743,311,480,320,484,96
6121,8,6047,378,49641,17240,146,232,153,228,29
6122,1,716,62,8021,2471,25,37,25,46,37
6123,2,2554,189,23839,9599,81,108,63,116,54
6124,3,6997,461,59706,20687,182,279,183,286,93
6125,6,201,19,2394,831,7,12,8,16,2
6126,8,16776,1040,134504,42206,408,632,435,612,79
6127,7,16643,1137,146030,51990,465,672,431,698,96
6128,4,8999,576,74632,25196,232,344,228,336,86
6129,4,6150,379,48832,16376,151,228,151,216,57
6130,5,2926,177,23129,7327,72,105,71,96,21
6131,4,2324,140,17792,6687,60,80,49,68,20
6132,9,6207,434,56556,19429,173,261,171,280,29
6133,9,866,42,5540,1692,15,27,19,20,3
6134,6,10292,666,86258,28854,270,396,265,390,66
6135,9,23140,1492,190806,64532,610,882,582,862,98
6136,3,570,30,3842,1303,12,18,12,14,6
6137,3,5194,338,43725,15907,137,201,127,202,67
6138,9,5069,293,38532,12615,113,180,121,166,20
6139,9,1765,100,13349,4553,37,63,42,56,7
6140,5,7680,480,60565,24659,190,290,174,282,58
6141,6,12856,824,106494,30516,338,486,345,470,81
6142,5,8594,587,76338,23746,237,350,241,364,70
6143,3,2150,174,22585,5488,72,102,76,120,34
6144,3,3196,204,26782,8536,75,129,89,134,43
6145,3,6304,396,51629,17081,153,243,164,240,81
6146,2,1938,106,13712,5790,44,62,36,48,31
6147,5,3858,278,36049,12446,113,165,108,178,33
6148,4,2799,193,25085,7851,81,112,76,118,28
6149,7,8945,660,85331,31239,261,399,254,452,57
6150,2,116,14,1770,631,6,8,5,12,4
6151,4,3042,189,24431,9198,77,112,70,106,28
6152,4,5950,358,45471,17463,146,212,132,194,53
6153,8,8911,579,73790,24684,235,344,227,346,43
6154,3,4376,282,36819,11969,105,177,122,182,59
6155,3,5917,361,45750,14852,148,213,143,198,71
6156,5,5870,397,51823,17438,157,240,160,254,48
6157,3,7163,432,56304,18752,174,258,171,236,86
6158,7,2280,140,18221,7115,56,84,51,82,12
6159,7,10074,624,80909,26371,246,378,255,366,54
6160,8,968,64,8592,2050,24,40,30,42,5
6161,6,10140,685,88728,29797,277,408,269,428,68
6162,8,6667,440,56893,19995,176,264,172,270,33
6163,7,13237,855,111564,37231,337,518,346,520,74
6164,4,8611,589,75266,24639,237,352,237,372,88
6165,9,7828,516,66690,24662,210,306,191,308,34
6166,5,1287,83,10746,3227,33,50,35,50,10
6167,9,21647,1464,188825,67010,582,882,571,926,98
6168,4,10066,625,80997,24880,245,380,263,368,95
6169,2,4558,324,41359,15231,132,192,121,208,96
6170,9,11298,732,94601,30528,291,441,300,442,49
6171,8,17757,1210,154866,54215,490,720,468,746,90
6172,4,3416,229,29012,12017,93,136,80,138,34
6173,7,12158,786,103176,33192,296,490,336,502,70
6174,8,7884,475,61149,21543,187,288,188,272,36
6175,6,6423,422,55085,18309,170,252,167,252,42
6176,9,4868,286,36093,14841,115,171,102,156,19
6177,4,4595,289,36993,12842,121,168,109,158,42
6178,6,1108,70,8731,3292,28,42,26,42,7
6179,4,9896,629,82572,25501,249,380,262,380,95
6180,3,1699,120,15454,5741,48,72,45,76,24
6181,7,14210,898,116597,38843,359,539,359,528,77
6182,7,7740,456,58583,22180,183,273,169,246,39
6183,2,3845,217,28257,9322,87,130,87,106,65
6184,4,9620,617,79218,27762,249,368,240,368,92
6185,6,468,31,4002,914,13,18,14,18,3
6186,9,13274,841,108775,35460,328,513,347,508,57
6187,2,115,6,870,0,2,4,4,4,2
6188,6,188,11,1432,400,5,6,4,4,1
6189,8,12533,793,102454,32913,321,472,320,458,59
6190,6,5168,373,47225,18145,151,222,137,246,37
6191,5,7121,509,65277,21455,209,300,200,324,60
6192,9,6243,381,49209,16399,147,234,157,224,26
6193,2,715,52,6435,2744,22,30,17,32,15
6194,9,17270,1212,156652,49056,492,720,494,766,80
6195,5,3473,193,24598,9327,78,115,72,94,23
6196,3,5028,326,42470,12496,134,192,134,186,64
6197,1,1071,48,5909,2114,19,29,19,18,29
6198,1,2043,123,15948,6055,51,72,44,66,72
6199,1,419,30,3795,1524,12,18,11,20,18
6200,9,20739,1327,172641,58298,517,810,539,818,90
6201,9,17354,1133,147031,49381,458,675,445,678,75
6202,5,6488,417,54441,18520,167,250,165,250,50
6203,7,15938,1048,133695,44706,432,616,408,616,88
6204,4,5463,360,46574,13810,140,220,155,226,55
6205,1,645,37,4965,1881,14,23,14,20,23
6206,9,16867,1162,147875,49896,478,684,450,710,76
6207,1,156,9,1190,221,4,5,4,4,5
6208,9,9718,586,75405,24103,244,342,230,310,38
6209,3,5446,339,44169,14599,132,207,139,200,69
6210,6,4132,304,39611,10237,118,186,138,210,31
6211,7,14163,948,121406,38667,381,567,386,582,81
6212,8,15792,1079,138661,47566,439,640,420,664,80
6213,5,6106,413,52247,18192,168,245,160,250,49
6214,8,18900,1273,163814,54300,521,752,502,772,94
6215,3,1739,148,18958,6357,61,87,57,106,29
6216,2,4183,298,38290,12909,120,178,118,192,89
6217,8,1233,73,9642,2134,25,48,38,46,6
6218,8,14199,958,123230,42283,382,576,379,604,72
6219,1,2071,132,17180,5077,49,83,59,82,83
6220,2,4238,275,35406,10279,109,166,119,166,83
6221,7,13873,954,122027,40418,387,567,378,598,81
6222,1,1459,83,11082,2270,31,52,41,46,52
6223,1,907,60,7720,2626,24,36,24,36,36
6224,1,884,82,10144,4427,37,45,24,56,45
6225,6,14038,899,116370,37760,353,546,368,550,91
6226,4,4137,265,33873,11784,113,152,98,144,38
6227,4,1007,56,7399,2880,20,36,23,34,9
6228,8,18264,1149,147793,49840,461,688,457,668,86
6229,8,12491,798,101684,35624,326,472,307,462,59
6230,6,9493,582,75357,24986,228,354,238,340,59
6231,8,16859,1137,146945,49700,457,680,447,704,85
6232,8,8639,534,68430,21847,214,320,216,306,40
6233,9,12758,813,104167,36316,327,486,316,480,54
6234,4,2363,157,20306,6527,61,96,65,100,24
6235,1,294,21,2830,1072,7,14,9,16,14
6236,2,961,58,7499,2470,26,32,21,26,16
6237,4,598,48,6171,1683,20,28,20,32,7
6238,6,14112,900,116105,38873,360,540,358,534,90
6239,8,16750,1040,134660,43081,416,624,424,598,78
6240,8,264,13,1690,431,5,8,6,6,1
6241,8,5747,359,46340,16071,143,216,142,206,27
6242,2,688,55,7007,2826,23,32,19,36,16
6243,2,3038,195,25945,5885,75,120,93,120,60
6244,2,706,49,6442,2271,17,32,21,38,16
6245,6,14822,912,117649,41103,366,546,354,510,91
6246,7,9306,627,79926,28181,263,364,234,370,52
6247,8,17591,1114,143104,44967,458,656,448,630,82
6248,2,1382,104,12999,4624,44,60,38,66,30
6249,8,13346,839,108211,35385,343,496,333,470,62
6250,7,10541,643,81966,28594,258,385,251,358,55
6251,7,1524,75,10060,2796,26,49,36,40,7
6252,9,12802,884,114138,35521,353,531,367,564,59
6253,7,8850,583,74914,24845,240,343,228,342,49
6254,1,2378,160,20804,6728,62,98,67,104,98
6255,2,626,32,4047,1041,12,20,15,16,10
6256,9,12950,834,106551,39736,339,495,312,488,55
6257,9,22530,1475,191457,62038,593,882,595,890,98
6258,7,2557,153,19724,6624,62,91,60,82,13
6259,5,3767,267,34822,12099,102,165,109,180,33
6260,8,20210,1261,164472,55759,485,776,516,766,97
6261,5,6554,482,62237,20645,197,285,190,320,57
6262,5,6958,441,56767,17861,176,265,181,256,53
6263,3,1531,121,15629,5412,49,72,47,84,24
6264,4,9777,603,77503,25492,239,364,246,348,91
6265,3,1845,100,13279,3690,37,63,46,54,21
6266,6,14121,965,126124,36733,377,588,416,624,98
6267,6,6775,442,58024,19225,172,270,182,276,45
6268,1,730,40,5230,2028,17,23,14,18,23
6269,1,1535,99,12801,4740,39,60,38,60,60
6270,4,6181,412,53175,17629,168,244,161,248,61
6271,3,563,46,5792,2535,19,27,15,32,9
6272,7,8972,574,74146,25206,238,336,220,324,48
6273,1,672,37,4739,1745,15,22,14,18,22
6274,2,3948,256,33226,9535,100,156,111,160,78
6275,7,13960,887,114585,39059,355,532,351,526,76
6276,5,12625,754,97377,32660,294,460,309,436,92
6277,4,2916,186,23769,9335,74,112,69,110,28
6278,8,17096,1071,137560,46302,423,648,432,628,81
6279,6,9381,589,76768,24766,235,354,238,344,59
6280,9,2895,199,25782,8725,82,117,77,124,13
6281,1,1880,115,14497,5043,47,68,44,62,68
6282,5,1008,72,9530,2165,27,45,35,50,9
6283,9,13645,906,116971,41479,366,540,350,550,60
6284,5,12679,819,104434,40103,329,490,303,492,98
6285,9,12729,901,116860,36411,352,549,379,602,61
6286,3,5113,340,44394,13960,130,210,144,222,70
6287,9,21883,1320,170495,60699,537,783,505,718,87
6288,4,6415,405,51960,19809,161,244,152,238,61
6289,4,2421,157,19582,7630,69,88,52,80,22
6290,9,1339,90,11583,4046,36,54,35,56,6
6291,1,390,26,3524,884,10,16,12,16,16
6292,8,4977,377,48438,17894,153,224,141,252,28
6293,5,2964,172,22369,8198,67,105,67,96,21
6294,6,7447,505,65294,21318,205,300,202,310,50
6295,4,4180,232,29851,10668,92,140,90,114,35
6296,7,7270,473,61072,20777,186,287,190,292,41
6297,4,1776,103,13466,4920,39,64,41,60,16
6298,5,2267,133,17573,6358,53,80,51,74,16
6299,6,323,21,2839,915,9,12,8,12,2
6300,7,13966,918,119150,38178,365,553,376,564,79
6301,7,15610,985,127122,41061,397,588,399,570,84
6302,9,2599,179,22983,7338,71,108,74,116,12
6303,1,302,13,1727,379,4,9,7,6,9
6304,9,4383,301,39028,11793,121,180,125,192,20
6305,6,2118,138,17726,5846,60,78,51,76,13
6306,2,2035,122,15117,6571,54,68,37,58,34
6307,3,5021,278,35489,12895,113,165,104,132,55
6308,1,375,16,2243,441,5,11,9,8,11
6309,1,441,24,3343,915,9,15,11,12,15
6310,2,4936,302,40334,12275,118,184,129,178,92
6311,6,11563,757,96556,31946,307,450,301,452,75
6312,1,414,30,3744,1607,14,16,9,16,16
6313,2,2134,134,17668,5508,52,82,57,82,41
6314,1,572,25,3166,1576,10,15,8,8,15
6315,2,1563,104,13833,3752,42,62,45,64,31
6316,2,4168,260,33774,11015,102,158,107,154,79
6317,2,2797,233,29587,10481,101,132,83,156,66
6318,8,17388,1192,153580,49813,480,712,478,750,89
6319,9,13299,862,112644,38489,340,522,347,530,58
6320,9,13435,869,112369,34208,356,513,355,504,57
6321,1,1930,132,17545,4669,48,84,62,92,84
6322,9,8431,514,66744,22356,199,315,211,300,35
6323,8,2306,183,23988,6286,71,112,83,134,14
6324,4,1578,112,14340,4718,44,68,46,74,17
6325,8,11696,780,101856,30515,308,472,331,492,59
6326,5,2537,172,21600,8767,72,100,60,104,20
6327,6,1173,72,9195,3238,30,42,27,38,7
6328,4,10165,655,84263,28215,271,384,254,374,96
6329,5,9677,643,84731,23590,248,395,287,412,79
6330,6,9185,599,76771,27913,245,354,225,352,59
6331,8,18426,1117,145272,46848,437,680,464,644,85
6332,7,5134,334,43288,15180,131,203,133,206,29
6333,9,3061,197,25538,7181,80,117,83,114,13
6334,7,16386,1037,135649,38565,400,637,457,638,91
6335,8,1825,100,13376,3595,36,64,47,60,8
6336,3,3505,198,25509,10416,81,117,69,102,39
6337,6,11103,766,99262,36542,298,468,297,502,78
6338,7,8504,591,76713,24355,234,357,245,384,51
6339,6,4722,348,43255,17200,150,198,117,212,33
6340,3,5346,340,44119,12770,136,204,145,202,68
6341,8,2753,160,21113,5489,64,96,71,86,12
6342,2,1816,115,14394,4648,49,66,44,62,33
6343,8,14662,922,120471,38675,362,560,382,558,70
6344,3,6875,470,61215,19146,191,279,191,288,93
6345,6,14822,912,118210,39635,366,546,363,510,91
6346,9,19070,1246,161921,56787,499,747,486,756,83
6347,8,15908,1024,131583,48662,416,608,382,598,76
6348,4,5675,373,47367,19795,157,216,123,210,54
6349,1,725,53,6701,2093,23,30,20,32,30
6350,6,2033,123,15402,5843,51,72,45,68,12
6351,9,13111,804,104247,32542,318,486,336,466,54
6352,5,3975,268,34420,11850,108,160,105,162,32
6353,1,770,56,7184,2626,24,32,20,34,32
6354,3,1021,76,9403,3902,31,45,26,50,15
6355,6,15691,975,124094,45697,399,576,364,550,96
6356,6,12863,899,116538,39187,359,540,359,578,90
6357,4,8401,560,71583,26473,232,328,204,326,82
6358,3,4816,286,35826,13154,118,168,105,150,56
6359,2,4827,331,42767,12753,133,198,139,212,99
6360,6,3061,217,28399,8166,85,132,94,146,22
6361,5,6707,406,51998,17815,161,245,163,234,49
6362,8,7818,563,72557,25133,227,336,218,364,42
6363,4,5388,358,46509,14925,146,212,144,212,53
6364,5,4947,337,43377,16176,142,195,121,198,39
6365,5,1435,97,12390,4386,42,55,35,54,11
6366,6,1597,87,11534,3008,33,54,40,44,9
6367,2,1062,73,9931,1230,27,46,40,50,23
6368,1,1299,85,11391,2282,30,55,44,60,55
6369,8,6563,479,60444,23182,199,280,170,304,35
6370,1,765,68,8596,3321,29,39,24,48,39
6371,1,1766,97,12908,3469,39,58,42,48,58
6372,4,4980,332,43790,13727,128,204,142,216,51
6373,9,22773,1406,181400,59684,560,846,568,798,94
6374,9,12267,789,101539,36358,321,468,302,458,52
6375,6,457,37,5043,1314,13,24,18,30,4
6376,2,2265,126,16766,4953,46,80,57,72,40
6377,9,12481,813,102814,40255,336,477,288,470,53
6378,2,3444,228,28846,12099,92,136,80,140,68
6379,6,1653,99,12902,3868,39,60,43,56,10
6380,9,15992,1013,130511,46613,410,603,386,582,67
6381,4,9565,561,73512,20820,217,344,247,312,86
6382,2,261,18,2222,1271,8,10,4,10,5
6383,9,14653,951,122542,41314,384,567,372,572,63
6384,5,6456,404,52089,17653,159,245,163,242,49
6385,6,9031,646,82812,28680,262,384,251,414,64
6386,9,15668,1051,135853,43485,430,621,417,638,69
6387,8,10183,695,89933,29902,279,416,276,436,52
6388,1,2491,143,18385,6896,60,83,51,70,83
6389,2,2762,182,23228,8872,76,106,65,106,53
6390,4,4228,256,32695,11815,104,152,98,142,38
6391,7,13111,796,103596,34027,313,483,325,456,69
6392,8,3423,205,26103,10345,85,120,72,104,15
6393,3,1487,97,12239,4551,43,54,33,48,18
6394,2,2298,151,20088,6274,59,92,64,96,46
6395,5,6420,373,48754,17330,148,225,145,202,45
6396,4,4381,263,33856,12455,103,160,103,150,40
6397,5,5240,345,45286,14337,135,210,144,216,42
6398,1,812,61,7618,2104,25,36,26,40,36
6399,9,1414,96,12384,5150,42,54,31,54,6
6400,8,9118,628,79971,30394,260,368,227,380,46
6401,5,11425,788,101381,32771,308,480,325,514,96
6402,9,2275,120,15503,5373,48,72,48,56,8
6403,2,1212,91,11703,3752,35,56,39,66,28
6404,2,4563,291,38135,13497,115,176,115,176,88
6405,5,4724,274,35346,11142,109,165,113,150,33
6406,2,4431,308,41006,10311,118,190,143,208,95
6407,4,1137,71,9399,3216,27,44,29,42,11
6408,4,9178,584,75632,24912,240,344,229,334,86
6409,8,10234,719,92183,32893,287,432,279,468,54
6410,5,2707,150,19573,5182,55,95,71,84,19
6411,8,15108,878,115727,36476,334,544,375,500,68
6412,1,189,11,1423,610,4,7,4,6,7
6413,9,803,45,5887,2942,18,27,14,22,3
6414,5,6570,399,50774,16124,159,240,164,220,48
6415,2,4653,330,41571,14173,138,192,125,206,96
6416,3,5020,313,39216,14462,127,186,118,178,62
6417,4,3828,230,29858,9880,94,136,90,124,34
6418,9,2173,149,19017,7905,59,90,54,94,10
6419,3,4046,301,38713,12339,118,183,124,210,61
6420,4,2029,138,17843,6685,54,84,53,90,21
6421,7,14300,905,116454,38853,359,546,365,540,78
6422,7,11755,817,104739,32033,341,476,325,500,68
6423,9,6987,416,53822,18922,164,252,164,234,28
6424,8,7169,512,66066,19833,208,304,212,328,38
6425,7,5269,378,48224,16256,154,224,147,240,32
6426,3,7850,476,62437,20352,188,288,195,272,96
6427,6,9627,658,85743,26133,256,402,282,428,67
6428,8,3150,223,29477,9095,87,136,95,148,17
6429,9,16792,1037,134461,42765,416,621,423,584,69
6430,3,3020,185,24139,7104,71,114,82,112,38
6431,4,2121,139,18054,5961,59,80,53,78,20
6432,4,7088,412,53340,16368,160,252,175,230,63
6433,3,6595,446,57774,18347,179,267,182,276,89
6434,6,7893,517,66264,21593,211,306,204,308,51
6435,7,15704,999,129350,43328,411,588,387,568,84
6436,3,4042,275,35799,10912,110,165,115,174,55
6437,9,2037,122,15907,5411,50,72,48,64,8
6438,4,6972,446,57587,19565,182,264,174,256,66
6439,9,21901,1452,187674,58513,579,873,599,896,97
6440,1,1894,113,14933,4879,41,72,49,70,72
6441,7,9247,526,68188,23303,204,322,214,284,46
6442,4,10579,655,84078,27234,259,396,269,376,99
6443,7,2641,147,18808,5906,63,84,56,66,12
6444,1,771,49,6193,2208,20,29,19,28,29
6445,9,6833,424,54651,17679,172,252,171,238,28
6446,6,3573,194,24932,9724,74,120,75,102,20
6447,6,13115,856,111446,39146,340,516,335,528,86
6448,4,9156,536,69878,19868,208,328,236,300,82
6449,9,18382,1221,157627,55285,483,738,482,756,82
6450,2,3125,180,23066,6243,68,112,82,102,56
6451,4,1341,80,10417,3733,32,48,31,44,12
6452,2,2193,122,15908,5552,48,74,48,62,37
6453,7,9397,593,77669,25395,229,364,247,358,52
6454,2,2511,166,21413,6989,68,98,66,98,49
6455,1,1893,141,18001,6779,56,85,54,96,85
6456,3,60,4,598,0,1,3,3,4,1
6457,2,2754,154,20251,7432,60,94,60,82,47
6458,1,43,11,1408,221,5,6,5,10,6
6459,9,6134,345,45389,14485,138,207,140,178,23
